"","country","region","category","sex","year","homicide_rate"
"2127","Honduras","Americas","Intimate partner or family member","Male",2019,0.49684068942409
"2128","Croatia","Europe","Intimate partner or family member","Male",2019,0.24906600249066
"2129","Hungary","Europe","Intimate partner or family member","Male",2019,0.406104997805964
"2130","Iceland","Europe","Intimate partner or family member","Male",2019,0
"2131","Italy","Europe","Intimate partner or family member","Male",2019,0.202817032326869
"2132","Jamaica","Americas","Intimate partner or family member","Male",2019,1.28879173626739
"2133","Jordan","Asia","Intimate partner or family member","Male",2019,0.359996796028515
"2134","Saint Kitts and Nevis","Americas","Intimate partner or family member","Male",2019,4.31974772673276
"2135","Saint Lucia","Americas","Intimate partner or family member","Male",2019,2.25779503736651
"2136","Lithuania","Europe","Intimate partner or family member","Male",2019,0.750815573416624
"2137","Luxembourg","Europe","Intimate partner or family member","Male",2019,0.962059577142747
"2138","Latvia","Europe","Intimate partner or family member","Male",2019,0.904464266030075
"2139","Morocco","Africa","Intimate partner or family member","Male",2019,0.596221802606058
"2140","Republic of Moldova","Europe","Intimate partner or family member","Male",2019,1.15015862040503
"2141","Mexico","Americas","Intimate partner or family member","Male",2019,0.0866193826165915
"2142","North Macedonia","Europe","Intimate partner or family member","Male",2019,0.284458064718003
"2143","Malta","Europe","Intimate partner or family member","Male",2019,0
"2144","Montenegro","Europe","Intimate partner or family member","Male",2019,2.27728924501355
"2145","Mongolia","Asia","Intimate partner or family member","Male",2019,1.24525635158568
"2146","Namibia","Africa","Intimate partner or family member","Male",2019,1.94687898369531
"2147","Nicaragua","Americas","Intimate partner or family member","Male",2019,0.456713737614304
"2148","Netherlands (Kingdom of the)","Europe","Intimate partner or family member","Male",2019,0.139142340527224
"2149","Norway","Europe","Intimate partner or family member","Male",2019,0.185457601795823
"2150","New Zealand","Oceania","Intimate partner or family member","Male",2019,0.652600142511556
"2151","Panama","Americas","Intimate partner or family member","Male",2019,0.660844313576291
"2152","Peru","Americas","Intimate partner or family member","Male",2019,0.116792398806455
"2153","Philippines","Asia","Intimate partner or family member","Male",2019,0.155326260668102
"2154","Puerto Rico","Americas","Intimate partner or family member","Male",2019,0
"2155","Paraguay","Americas","Intimate partner or family member","Male",2019,0.274353858558392
"2156","Romania","Europe","Intimate partner or family member","Male",2019,0.370335492212903
"2157","Russian Federation","Europe","Intimate partner or family member","Male",2019,1.9173638628081
"2158","El Salvador","Americas","Intimate partner or family member","Male",2019,0.334164400196622
"2159","Serbia","Europe","Intimate partner or family member","Male",2019,0.648076452733812
"2160","Suriname","Americas","Intimate partner or family member","Male",2019,0.667921245405954
"2161","Slovakia","Europe","Intimate partner or family member","Male",2019,0.300406073910408
"2162","Slovenia","Europe","Intimate partner or family member","Male",2019,0.378046106503149
"2163","Trinidad and Tobago","Americas","Intimate partner or family member","Male",2019,2.26094797558708
"2164","Uruguay","Americas","Intimate partner or family member","Male",2019,1.80815804747861
"2165","United States of America","Americas","Intimate partner or family member","Male",2019,0.497287759967889
"2166","Saint Vincent and the Grenadines","Americas","Intimate partner or family member","Male",2019,1.86443680025356
"2167","United Arab Emirates","Asia","Intimate partner or family member","Male",2020,0.0308862707283554
"2168","Argentina","Americas","Intimate partner or family member","Male",2020,0.766919247708728
"2169","Armenia","Asia","Intimate partner or family member","Male",2020,0
"2170","Antigua and Barbuda","Americas","Intimate partner or family member","Male",2020,2.26062777633349
"2171","Australia","Oceania","Intimate partner or family member","Male",2020,0.180559106769389
"2172","Austria","Europe","Intimate partner or family member","Male",2020,0.205345742908955
"2173","Azerbaijan","Asia","Intimate partner or family member","Male",2020,0.334798503490077
"2174","Bahamas","Americas","Intimate partner or family member","Male",2020,1.0282459152931
"2175","Bosnia and Herzegovina","Europe","Intimate partner or family member","Male",2020,0.367454550465289
"2176","Belize","Americas","Intimate partner or family member","Male",2020,1.50897842160857
"2177","Bolivia (Plurinational State of)","Americas","Intimate partner or family member","Male",2020,0.0333762997565533
"2178","Barbados","Americas","Intimate partner or family member","Male",2020,1.48667935299715
"2179","Bhutan","Asia","Intimate partner or family member","Male",2020,0
"2180","Botswana","Africa","Intimate partner or family member","Male",2020,0.39786489781238
"2181","Canada","Americas","Intimate partner or family member","Male",2020,0.456801891712243
"2182","Switzerland","Europe","Intimate partner or family member","Male",2020,0.163322254640394
"2183","Chile","Americas","Intimate partner or family member","Male",2020,0
"2184","Colombia","Americas","Intimate partner or family member","Male",2020,0.0358001093733119
"2185","Czechia","Europe","Intimate partner or family member","Male",2020,0.173494477574393
"2186","Germany","Europe","Intimate partner or family member","Male",2020,0.260242671183312
"2187","Dominica","Americas","Intimate partner or family member","Male",2020,2.78687382428761
"2188","Dominican Republic","Americas","Intimate partner or family member","Male",2020,2.29761037665975
"2189","Algeria","Africa","Intimate partner or family member","Male",2020,0.257535162586014
"2190","Ecuador","Americas","Intimate partner or family member","Male",2020,0.693958736530944
"2191","Spain","Europe","Intimate partner or family member","Male",2020,0.150779289835576
"2192","France","Europe","Intimate partner or family member","Male",2020,0.205284952032445
"2193","United Kingdom (England and Wales)","Europe","Intimate partner or family member","Male",2020,0.199686309729983
"2194","United Kingdom (Northern Ireland)","Europe","Intimate partner or family member","Male",2020,0.21409723225803
"2195","United Kingdom (Scotland)","Europe","Intimate partner or family member","Male",2020,0.375204674149749
"2196","Greece","Europe","Intimate partner or family member","Male",2020,0.0776550202902861
"2197","Grenada","Americas","Intimate partner or family member","Male",2020,3.23015674335597
"2198","Guatemala","Americas","Intimate partner or family member","Male",2020,0.2093442187675
"2199","Guyana","Americas","Intimate partner or family member","Male",2020,2.56476348392342
"2200","Honduras","Americas","Intimate partner or family member","Male",2020,0.215138683284761
"2201","Croatia","Europe","Intimate partner or family member","Male",2020,0.100318259678831
"2202","Hungary","Europe","Intimate partner or family member","Male",2020,0.321026806380386
"2203","Iceland","Europe","Intimate partner or family member","Male",2020,0
"2204","Italy","Europe","Intimate partner or family member","Male",2020,0.16213652053716
"2205","Jamaica","Americas","Intimate partner or family member","Male",2020,0.571563705418924
"2206","Jordan","Asia","Intimate partner or family member","Male",2020,0.299782657573259
"2207","Saint Kitts and Nevis","Americas","Intimate partner or family member","Male",2020,0
"2208","Saint Lucia","Americas","Intimate partner or family member","Male",2020,1.12580283814895
"2209","Lithuania","Europe","Intimate partner or family member","Male",2020,1.13533237612199
"2210","Luxembourg","Europe","Intimate partner or family member","Male",2020,0
"2211","Latvia","Europe","Intimate partner or family member","Male",2020,1.25411863962331
"2212","China, Macao Special Administrative Region","Asia","Intimate partner or family member","Male",2020,0
"2213","Morocco","Africa","Intimate partner or family member","Male",2020,0.33558943252693
"2214","Republic of Moldova","Europe","Intimate partner or family member","Male",2020,0.887084392432488
"2215","Mexico","Americas","Intimate partner or family member","Male",2020,0.0357215628229199
"2216","North Macedonia","Europe","Intimate partner or family member","Male",2020,0.284931402764784
"2217","Malta","Europe","Intimate partner or family member","Male",2020,0
"2218","Montenegro","Europe","Intimate partner or family member","Male",2020,1.63070686250369
"2219","Mongolia","Asia","Intimate partner or family member","Male",2020,0.305605725828879
"2220","Namibia","Africa","Intimate partner or family member","Male",2020,2.82941694870683
"2221","Netherlands (Kingdom of the)","Europe","Intimate partner or family member","Male",2020,0.161626871437138
"2222","Norway","Europe","Intimate partner or family member","Male",2020,0.110573845083832
"2223","Oman","Asia","Intimate partner or family member","Male",2020,0.0354511244210388
"2224","Panama","Americas","Intimate partner or family member","Male",2020,0.372288518017136
"2225","Peru","Americas","Intimate partner or family member","Male",2020,0.0666689616951662
"2226","Puerto Rico","Americas","Intimate partner or family member","Male",2020,0.0646060773644855
"2227","Paraguay","Americas","Intimate partner or family member","Male",2020,0.451265574303133
"2228","Romania","Europe","Intimate partner or family member","Male",2020,0.393372377136517
"2229","Russian Federation","Europe","Intimate partner or family member","Male",2020,2.01942037845298
"2230","El Salvador","Americas","Intimate partner or family member","Male",2020,0.366980924665155
"2231","Serbia","Europe","Intimate partner or family member","Male",2020,0.510305188017694
"2232","Suriname","Americas","Intimate partner or family member","Male",2020,1.98245199575094
